indice,codigo,severidad,hoja_rem,hoja_sistema,seccion,validacion,celda,valor,tipo,estado
"510","VAL-046","REVISAR","REM08","A08","B",">0","AK62","","","CELDA_VACIA"
"511","VAL-046","REVISAR","REM08","A08","B",">0","AL62","","","CELDA_VACIA"
"512","VAL-046","REVISAR","REM08","A08","B",">0","C63","0","n","OK"
"513","VAL-046","REVISAR","REM08","A08","B",">0","D63","0","n","OK"
"514","VAL-046","REVISAR","REM08","A08","B",">0","E63","","","CELDA_VACIA"
"515","VAL-046","REVISAR","REM08","A08","B",">0","F63","","","CELDA_VACIA"
"516","VAL-046","REVISAR","REM08","A08","B",">0","G63","","","CELDA_VACIA"
"517","VAL-046","REVISAR","REM08","A08","B",">0","H63","","","CELDA_VACIA"
"518","VAL-046","REVISAR","REM08","A08","B",">0","I63","","","CELDA_VACIA"
"519","VAL-046","REVISAR","REM08","A08","B",">0","J63","","","CELDA_VACIA"
"520","VAL-046","REVISAR","REM08","A08","B",">0","K63","","","CELDA_VACIA"
"521","VAL-046","REVISAR","REM08","A08","B",">0","L63","","","CELDA_VACIA"
"522","VAL-046","REVISAR","REM08","A08","B",">0","M63","","","CELDA_VACIA"
"523","VAL-046","REVISAR","REM08","A08","B",">0","N63","","","CELDA_VACIA"
"524","VAL-046","REVISAR","REM08","A08","B",">0","O63","","","CELDA_VACIA"
"525","VAL-046","REVISAR","REM08","A08","B",">0","P63","","","CELDA_VACIA"
"526","VAL-046","REVISAR","REM08","A08","B",">0","Q63","","","CELDA_VACIA"
"527","VAL-046","REVISAR","REM08","A08","B",">0","R63","","","CELDA_VACIA"
"528","VAL-046","REVISAR","REM08","A08","B",">0","S63","","","CELDA_VACIA"
"529","VAL-046","REVISAR","REM08","A08","B",">0","T63","","","CELDA_VACIA"
"530","VAL-046","REVISAR","REM08","A08","B",">0","U63","","","CELDA_VACIA"
"531","VAL-046","REVISAR","REM08","A08","B",">0","V63","","","CELDA_VACIA"
"532","VAL-046","REVISAR","REM08","A08","B",">0","W63","","","CELDA_VACIA"
"533","VAL-046","REVISAR","REM08","A08","B",">0","X63","","","CELDA_VACIA"
"534","VAL-046","REVISAR","REM08","A08","B",">0","Y63","","","CELDA_VACIA"
"535","VAL-046","REVISAR","REM08","A08","B",">0","Z63","","","CELDA_VACIA"
"536","VAL-046","REVISAR","REM08","A08","B",">0","AA63","","","CELDA_VACIA"
"537","VAL-046","REVISAR","REM08","A08","B",">0","AB63","","","CELDA_VACIA"
"538","VAL-046","REVISAR","REM08","A08","B",">0","AC63","","","CELDA_VACIA"
"539","VAL-046","REVISAR","REM08","A08","B",">0","AD63","","","CELDA_VACIA"
"540","VAL-046","REVISAR","REM08","A08","B",">0","AE63","","","CELDA_VACIA"
"541","VAL-046","REVISAR","REM08","A08","B",">0","AF63","","","CELDA_VACIA"
"542","VAL-046","REVISAR","REM08","A08","B",">0","AG63","","","CELDA_VACIA"
"543","VAL-046","REVISAR","REM08","A08","B",">0","AH63","","","CELDA_VACIA"
"544","VAL-046","REVISAR","REM08","A08","B",">0","AI63","","","CELDA_VACIA"
"545","VAL-046","REVISAR","REM08","A08","B",">0","AJ63","","","CELDA_VACIA"
"546","VAL-046","REVISAR","REM08","A08","B",">0","AK63","","","CELDA_VACIA"
"547","VAL-046","REVISAR","REM08","A08","B",">0","AL63","","","CELDA_VACIA"
"548","VAL-046","REVISAR","REM08","A08","B",">0","C64","0","n","OK"
"549","VAL-046","REVISAR","REM08","A08","B",">0","D64","0","n","OK"
"550","VAL-046","REVISAR","REM08","A08","B",">0","E64","","","CELDA_VACIA"
"551","VAL-046","REVISAR","REM08","A08","B",">0","F64","","","CELDA_VACIA"
"552","VAL-046","REVISAR","REM08","A08","B",">0","G64","","","CELDA_VACIA"
"553","VAL-046","REVISAR","REM08","A08","B",">0","H64","","","CELDA_VACIA"
"554","VAL-046","REVISAR","REM08","A08","B",">0","I64","","","CELDA_VACIA"
"555","VAL-046","REVISAR","REM08","A08","B",">0","J64","","","CELDA_VACIA"
"556","VAL-046","REVISAR","REM08","A08","B",">0","K64","","","CELDA_VACIA"
"557","VAL-046","REVISAR","REM08","A08","B",">0","L64","","","CELDA_VACIA"
"558","VAL-046","REVISAR","REM08","A08","B",">0","M64","","","CELDA_VACIA"
"559","VAL-046","REVISAR","REM08","A08","B",">0","N64","","","CELDA_VACIA"
"560","VAL-046","REVISAR","REM08","A08","B",">0","O64","","","CELDA_VACIA"
"561","VAL-046","REVISAR","REM08","A08","B",">0","P64","","","CELDA_VACIA"
"562","VAL-046","REVISAR","REM08","A08","B",">0","Q64","","","CELDA_VACIA"
"563","VAL-046","REVISAR","REM08","A08","B",">0","R64","","","CELDA_VACIA"
"564","VAL-046","REVISAR","REM08","A08","B",">0","S64","","","CELDA_VACIA"
"565","VAL-046","REVISAR","REM08","A08","B",">0","T64","","","CELDA_VACIA"
"566","VAL-046","REVISAR","REM08","A08","B",">0","U64","","","CELDA_VACIA"
"567","VAL-046","REVISAR","REM08","A08","B",">0","V64","","","CELDA_VACIA"
"568","VAL-046","REVISAR","REM08","A08","B",">0","W64","","","CELDA_VACIA"
"569","VAL-046","REVISAR","REM08","A08","B",">0","X64","","","CELDA_VACIA"
"570","VAL-046","REVISAR","REM08","A08","B",">0","Y64","","","CELDA_VACIA"
"571","VAL-046","REVISAR","REM08","A08","B",">0","Z64","","","CELDA_VACIA"
"572","VAL-046","REVISAR","REM08","A08","B",">0","AA64","","","CELDA_VACIA"
"573","VAL-046","REVISAR","REM08","A08","B",">0","AB64","","","CELDA_VACIA"
"574","VAL-046","REVISAR","REM08","A08","B",">0","AC64","","","CELDA_VACIA"
"575","VAL-046","REVISAR","REM08","A08","B",">0","AD64","","","CELDA_VACIA"
"576","VAL-046","REVISAR","REM08","A08","B",">0","AE64","","","CELDA_VACIA"
"577","VAL-046","REVISAR","REM08","A08","B",">0","AF64","","","CELDA_VACIA"
"578","VAL-046","REVISAR","REM08","A08","B",">0","AG64","","","CELDA_VACIA"
"579","VAL-046","REVISAR","REM08","A08","B",">0","AH64","","","CELDA_VACIA"
"580","VAL-046","REVISAR","REM08","A08","B",">0","AI64","","","CELDA_VACIA"
"581","VAL-046","REVISAR","REM08","A08","B",">0","AJ64","","","CELDA_VACIA"
"582","VAL-046","REVISAR","REM08","A08","B",">0","AK64","","","CELDA_VACIA"
"583","VAL-046","REVISAR","REM08","A08","B",">0","AL64","","","CELDA_VACIA"
"584","VAL-046","REVISAR","REM08","A08","B",">0","C65","0","n","OK"
"585","VAL-046","REVISAR","REM08","A08","B",">0","D65","0","n","OK"
"586","VAL-046","REVISAR","REM08","A08","B",">0","E65","","","CELDA_VACIA"
"587","VAL-046","REVISAR","REM08","A08","B",">0","F65","","","CELDA_VACIA"
"588","VAL-046","REVISAR","REM08","A08","B",">0","G65","","","CELDA_VACIA"
"589","VAL-046","REVISAR","REM08","A08","B",">0","H65","","","CELDA_VACIA"
"590","VAL-046","REVISAR","REM08","A08","B",">0","I65","","","CELDA_VACIA"
"591","VAL-046","REVISAR","REM08","A08","B",">0","J65","","","CELDA_VACIA"
"592","VAL-046","REVISAR","REM08","A08","B",">0","K65","","","CELDA_VACIA"
"593","VAL-046","REVISAR","REM08","A08","B",">0","L65","","","CELDA_VACIA"
"594","VAL-046","REVISAR","REM08","A08","B",">0","M65","","","CELDA_VACIA"
"595","VAL-046","REVISAR","REM08","A08","B",">0","N65","","","CELDA_VACIA"
"596","VAL-046","REVISAR","REM08","A08","B",">0","O65","","","CELDA_VACIA"
"597","VAL-046","REVISAR","REM08","A08","B",">0","P65","","","CELDA_VACIA"
"598","VAL-046","REVISAR","REM08","A08","B",">0","Q65","","","CELDA_VACIA"
"599","VAL-046","REVISAR","REM08","A08","B",">0","R65","","","CELDA_VACIA"
"600","VAL-046","REVISAR","REM08","A08","B",">0","S65","","","CELDA_VACIA"
"601","VAL-046","REVISAR","REM08","A08","B",">0","T65","","","CELDA_VACIA"
"602","VAL-046","REVISAR","REM08","A08","B",">0","U65","","","CELDA_VACIA"
"603","VAL-046","REVISAR","REM08","A08","B",">0","V65","","","CELDA_VACIA"
"604","VAL-046","REVISAR","REM08","A08","B",">0","W65","","","CELDA_VACIA"
"605","VAL-046","REVISAR","REM08","A08","B",">0","X65","","","CELDA_VACIA"
"606","VAL-046","REVISAR","REM08","A08","B",">0","Y65","","","CELDA_VACIA"
"607","VAL-046","REVISAR","REM08","A08","B",">0","Z65","","","CELDA_VACIA"
"608","VAL-046","REVISAR","REM08","A08","B",">0","AA65","","","CELDA_VACIA"
"609","VAL-046","REVISAR","REM08","A08","B",">0","AB65","","","CELDA_VACIA"
"610","VAL-046","REVISAR","REM08","A08","B",">0","AC65","","","CELDA_VACIA"
"611","VAL-046","REVISAR","REM08","A08","B",">0","AD65","","","CELDA_VACIA"
"612","VAL-046","REVISAR","REM08","A08","B",">0","AE65","","","CELDA_VACIA"
"613","VAL-046","REVISAR","REM08","A08","B",">0","AF65","","","CELDA_VACIA"
"614","VAL-046","REVISAR","REM08","A08","B",">0","AG65","","","CELDA_VACIA"
"615","VAL-046","REVISAR","REM08","A08","B",">0","AH65","","","CELDA_VACIA"
"616","VAL-046","REVISAR","REM08","A08","B",">0","AI65","","","CELDA_VACIA"
"617","VAL-046","REVISAR","REM08","A08","B",">0","AJ65","","","CELDA_VACIA"
"618","VAL-046","REVISAR","REM08","A08","B",">0","AK65","","","CELDA_VACIA"
"619","VAL-046","REVISAR","REM08","A08","B",">0","AL65","","","CELDA_VACIA"
"620","VAL-046","REVISAR","REM08","A08","B",">0","C66","0","n","OK"
"621","VAL-046","REVISAR","REM08","A08","B",">0","D66","0","n","OK"
"622","VAL-046","REVISAR","REM08","A08","B",">0","E66","","","CELDA_VACIA"
"623","VAL-046","REVISAR","REM08","A08","B",">0","F66","","","CELDA_VACIA"
"624","VAL-046","REVISAR","REM08","A08","B",">0","G66","","","CELDA_VACIA"
"625","VAL-046","REVISAR","REM08","A08","B",">0","H66","","","CELDA_VACIA"
"626","VAL-046","REVISAR","REM08","A08","B",">0","I66","","","CELDA_VACIA"
"627","VAL-046","REVISAR","REM08","A08","B",">0","J66","","","CELDA_VACIA"
"628","VAL-046","REVISAR","REM08","A08","B",">0","K66","","","CELDA_VACIA"
"629","VAL-046","REVISAR","REM08","A08","B",">0","L66","","","CELDA_VACIA"
"630","VAL-046","REVISAR","REM08","A08","B",">0","M66","","","CELDA_VACIA"
"631","VAL-046","REVISAR","REM08","A08","B",">0","N66","","","CELDA_VACIA"
"632","VAL-046","REVISAR","REM08","A08","B",">0","O66","","","CELDA_VACIA"
"633","VAL-046","REVISAR","REM08","A08","B",">0","P66","","","CELDA_VACIA"
"634","VAL-046","REVISAR","REM08","A08","B",">0","Q66","","","CELDA_VACIA"
"635","VAL-046","REVISAR","REM08","A08","B",">0","R66","","","CELDA_VACIA"
"636","VAL-046","REVISAR","REM08","A08","B",">0","S66","","","CELDA_VACIA"
"637","VAL-046","REVISAR","REM08","A08","B",">0","T66","","","CELDA_VACIA"
"638","VAL-046","REVISAR","REM08","A08","B",">0","U66","","","CELDA_VACIA"
"639","VAL-046","REVISAR","REM08","A08","B",">0","V66","","","CELDA_VACIA"
"640","VAL-046","REVISAR","REM08","A08","B",">0","W66","","","CELDA_VACIA"
"641","VAL-046","REVISAR","REM08","A08","B",">0","X66","","","CELDA_VACIA"
"642","VAL-046","REVISAR","REM08","A08","B",">0","Y66","","","CELDA_VACIA"
"643","VAL-046","REVISAR","REM08","A08","B",">0","Z66","","","CELDA_VACIA"
"644","VAL-046","REVISAR","REM08","A08","B",">0","AA66","","","CELDA_VACIA"
"645","VAL-046","REVISAR","REM08","A08","B",">0","AB66","","","CELDA_VACIA"
"646","VAL-046","REVISAR","REM08","A08","B",">0","AC66","","","CELDA_VACIA"
"647","VAL-046","REVISAR","REM08","A08","B",">0","AD66","","","CELDA_VACIA"
"648","VAL-046","REVISAR","REM08","A08","B",">0","AE66","","","CELDA_VACIA"
"649","VAL-046","REVISAR","REM08","A08","B",">0","AF66","","","CELDA_VACIA"
"650","VAL-046","REVISAR","REM08","A08","B",">0","AG66","","","CELDA_VACIA"
"651","VAL-046","REVISAR","REM08","A08","B",">0","AH66","","","CELDA_VACIA"
"652","VAL-046","REVISAR","REM08","A08","B",">0","AI66","","","CELDA_VACIA"
"653","VAL-046","REVISAR","REM08","A08","B",">0","AJ66","","","CELDA_VACIA"
"654","VAL-046","REVISAR","REM08","A08","B",">0","AK66","","","CELDA_VACIA"
"655","VAL-046","REVISAR","REM08","A08","B",">0","AL66","","","CELDA_VACIA"
"656","VAL-047","ERROR","REM08","A08","A.1","B13+B14=B78","B13","0","n","OK"
"657","VAL-047","ERROR","REM08","A08","A.1","B13+B14=B78","B14","0","n","OK"
"658","VAL-047","ERROR","REM08","A08","B.1","B13+B14=B78","B78","0","n","OK"
"659","VAL-048","REVISAR","REM08","A08","A.3",">0","E31","","","CELDA_VACIA"
"660","VAL-048","REVISAR","REM08","A08","A.3",">0","F31","","","CELDA_VACIA"
"661","VAL-048","REVISAR","REM08","A08","A.3",">0","G31","","","CELDA_VACIA"
"662","VAL-048","REVISAR","REM08","A08","A.3",">0","H31","","","CELDA_VACIA"
"663","VAL-048","REVISAR","REM08","A08","A.3",">0","I31","","","CELDA_VACIA"
"664","VAL-048","REVISAR","REM08","A08","A.3",">0","J31","","","CELDA_VACIA"
"665","VAL-048","REVISAR","REM08","A08","A.3",">0","K31","","","CELDA_VACIA"
"666","VAL-048","REVISAR","REM08","A08","A.3",">0","L31","","","CELDA_VACIA"
"667","VAL-048","REVISAR","REM08","A08","A.3",">0","M31","","","CELDA_VACIA"
"668","VAL-048","REVISAR","REM08","A08","A.3",">0","N31","","","CELDA_VACIA"
"669","VAL-048","REVISAR","REM08","A08","A.3",">0","O31","","","CELDA_VACIA"
"670","VAL-048","REVISAR","REM08","A08","A.3",">0","P31","","","CELDA_VACIA"
"671","VAL-048","REVISAR","REM08","A08","A.3",">0","Q31","","","CELDA_VACIA"
"672","VAL-048","REVISAR","REM08","A08","A.3",">0","R31","","","CELDA_VACIA"
"673","VAL-048","REVISAR","REM08","A08","A.3",">0","S31","","","CELDA_VACIA"
"674","VAL-048","REVISAR","REM08","A08","A.3",">0","T31","","","CELDA_VACIA"
"675","VAL-048","REVISAR","REM08","A08","A.3",">0","U31","","","CELDA_VACIA"
"676","VAL-048","REVISAR","REM08","A08","A.3",">0","V31","","","CELDA_VACIA"
"677","VAL-048","REVISAR","REM08","A08","A.3",">0","W31","","","CELDA_VACIA"
"678","VAL-048","REVISAR","REM08","A08","A.3",">0","X31","","","CELDA_VACIA"
"679","VAL-048","REVISAR","REM08","A08","A.3",">0","Y31","","","CELDA_VACIA"
"680","VAL-048","REVISAR","REM08","A08","A.3",">0","Z31","","","CELDA_VACIA"
"681","VAL-048","REVISAR","REM08","A08","A.3",">0","AA31","","","CELDA_VACIA"
"682","VAL-048","REVISAR","REM08","A08","A.3",">0","AB31","","","CELDA_VACIA"
"683","VAL-048","REVISAR","REM08","A08","A.3",">0","AC31","","","CELDA_VACIA"
"684","VAL-048","REVISAR","REM08","A08","A.3",">0","AD31","","","CELDA_VACIA"
"685","VAL-048","REVISAR","REM08","A08","A.3",">0","AE31","","","CELDA_VACIA"
"686","VAL-048","REVISAR","REM08","A08","A.3",">0","AF31","","","CELDA_VACIA"
"687","VAL-048","REVISAR","REM08","A08","A.3",">0","AG31","","","CELDA_VACIA"
"688","VAL-048","REVISAR","REM08","A08","A.3",">0","AH31","","","CELDA_VACIA"
"689","VAL-048","REVISAR","REM08","A08","A.3",">0","AI31","","","CELDA_VACIA"
"690","VAL-048","REVISAR","REM08","A08","A.3",">0","AJ31","","","CELDA_VACIA"
"691","VAL-048","REVISAR","REM08","A08","A.3",">0","AK31","","","CELDA_VACIA"
"692","VAL-048","REVISAR","REM08","A08","A.3",">0","AL31","","","CELDA_VACIA"
"693","VAL-048","REVISAR","REM08","A08","A.3",">0","E32","","","CELDA_VACIA"
"694","VAL-048","REVISAR","REM08","A08","A.3",">0","F32","","","CELDA_VACIA"
"695","VAL-048","REVISAR","REM08","A08","A.3",">0","G32","","","CELDA_VACIA"
"696","VAL-048","REVISAR","REM08","A08","A.3",">0","H32","","","CELDA_VACIA"
"697","VAL-048","REVISAR","REM08","A08","A.3",">0","I32","","","CELDA_VACIA"
"698","VAL-048","REVISAR","REM08","A08","A.3",">0","J32","","","CELDA_VACIA"
"699","VAL-048","REVISAR","REM08","A08","A.3",">0","K32","","","CELDA_VACIA"
"700","VAL-048","REVISAR","REM08","A08","A.3",">0","L32","","","CELDA_VACIA"
"701","VAL-048","REVISAR","REM08","A08","A.3",">0","M32","","","CELDA_VACIA"
"702","VAL-048","REVISAR","REM08","A08","A.3",">0","N32","","","CELDA_VACIA"
"703","VAL-048","REVISAR","REM08","A08","A.3",">0","O32","","","CELDA_VACIA"
"704","VAL-048","REVISAR","REM08","A08","A.3",">0","P32","","","CELDA_VACIA"
"705","VAL-048","REVISAR","REM08","A08","A.3",">0","Q32","","","CELDA_VACIA"
"706","VAL-048","REVISAR","REM08","A08","A.3",">0","R32","","","CELDA_VACIA"
"707","VAL-048","REVISAR","REM08","A08","A.3",">0","S32","","","CELDA_VACIA"
"708","VAL-048","REVISAR","REM08","A08","A.3",">0","T32","","","CELDA_VACIA"
"709","VAL-048","REVISAR","REM08","A08","A.3",">0","U32","","","CELDA_VACIA"
"710","VAL-048","REVISAR","REM08","A08","A.3",">0","V32","","","CELDA_VACIA"
"711","VAL-048","REVISAR","REM08","A08","A.3",">0","W32","","","CELDA_VACIA"
"712","VAL-048","REVISAR","REM08","A08","A.3",">0","X32","","","CELDA_VACIA"
"713","VAL-048","REVISAR","REM08","A08","A.3",">0","Y32","","","CELDA_VACIA"
"714","VAL-048","REVISAR","REM08","A08","A.3",">0","Z32","","","CELDA_VACIA"
"715","VAL-048","REVISAR","REM08","A08","A.3",">0","AA32","","","CELDA_VACIA"
"716","VAL-048","REVISAR","REM08","A08","A.3",">0","AB32","","","CELDA_VACIA"
"717","VAL-048","REVISAR","REM08","A08","A.3",">0","AC32","","","CELDA_VACIA"
"718","VAL-048","REVISAR","REM08","A08","A.3",">0","AD32","","","CELDA_VACIA"
"719","VAL-048","REVISAR","REM08","A08","A.3",">0","AE32","","","CELDA_VACIA"
"720","VAL-048","REVISAR","REM08","A08","A.3",">0","AF32","","","CELDA_VACIA"
"721","VAL-048","REVISAR","REM08","A08","A.3",">0","AG32","","","CELDA_VACIA"
"722","VAL-048","REVISAR","REM08","A08","A.3",">0","AH32","","","CELDA_VACIA"
"723","VAL-048","REVISAR","REM08","A08","A.3",">0","AI32","","","CELDA_VACIA"
"724","VAL-048","REVISAR","REM08","A08","A.3",">0","AJ32","","","CELDA_VACIA"
"725","VAL-048","REVISAR","REM08","A08","A.3",">0","AK32","","","CELDA_VACIA"
"726","VAL-048","REVISAR","REM08","A08","A.3",">0","AL32","","","CELDA_VACIA"
"727","VAL-048","REVISAR","REM08","A08","A.3",">0","E33","","","CELDA_VACIA"
"728","VAL-048","REVISAR","REM08","A08","A.3",">0","F33","","","CELDA_VACIA"
"729","VAL-048","REVISAR","REM08","A08","A.3",">0","G33","","","CELDA_VACIA"
"730","VAL-048","REVISAR","REM08","A08","A.3",">0","H33","","","CELDA_VACIA"
"731","VAL-048","REVISAR","REM08","A08","A.3",">0","I33","","","CELDA_VACIA"
"732","VAL-048","REVISAR","REM08","A08","A.3",">0","J33","","","CELDA_VACIA"
"733","VAL-048","REVISAR","REM08","A08","A.3",">0","K33","","","CELDA_VACIA"
"734","VAL-048","REVISAR","REM08","A08","A.3",">0","L33","","","CELDA_VACIA"
"735","VAL-048","REVISAR","REM08","A08","A.3",">0","M33","","","CELDA_VACIA"
"736","VAL-048","REVISAR","REM08","A08","A.3",">0","N33","","","CELDA_VACIA"
"737","VAL-048","REVISAR","REM08","A08","A.3",">0","O33","","","CELDA_VACIA"
"738","VAL-048","REVISAR","REM08","A08","A.3",">0","P33","","","CELDA_VACIA"
"739","VAL-048","REVISAR","REM08","A08","A.3",">0","Q33","","","CELDA_VACIA"
"740","VAL-048","REVISAR","REM08","A08","A.3",">0","R33","","","CELDA_VACIA"
"741","VAL-048","REVISAR","REM08","A08","A.3",">0","S33","","","CELDA_VACIA"
"742","VAL-048","REVISAR","REM08","A08","A.3",">0","T33","","","CELDA_VACIA"
"743","VAL-048","REVISAR","REM08","A08","A.3",">0","U33","","","CELDA_VACIA"
"744","VAL-048","REVISAR","REM08","A08","A.3",">0","V33","","","CELDA_VACIA"
"745","VAL-048","REVISAR","REM08","A08","A.3",">0","W33","","","CELDA_VACIA"
"746","VAL-048","REVISAR","REM08","A08","A.3",">0","X33","","","CELDA_VACIA"
"747","VAL-048","REVISAR","REM08","A08","A.3",">0","Y33","","","CELDA_VACIA"
"748","VAL-048","REVISAR","REM08","A08","A.3",">0","Z33","","","CELDA_VACIA"
"749","VAL-048","REVISAR","REM08","A08","A.3",">0","AA33","","","CELDA_VACIA"
"750","VAL-048","REVISAR","REM08","A08","A.3",">0","AB33","","","CELDA_VACIA"
"751","VAL-048","REVISAR","REM08","A08","A.3",">0","AC33","","","CELDA_VACIA"
"752","VAL-048","REVISAR","REM08","A08","A.3",">0","AD33","","","CELDA_VACIA"
"753","VAL-048","REVISAR","REM08","A08","A.3",">0","AE33","","","CELDA_VACIA"
"754","VAL-048","REVISAR","REM08","A08","A.3",">0","AF33","","","CELDA_VACIA"
"755","VAL-048","REVISAR","REM08","A08","A.3",">0","AG33","","","CELDA_VACIA"
"756","VAL-048","REVISAR","REM08","A08","A.3",">0","AH33","","","CELDA_VACIA"
"757","VAL-048","REVISAR","REM08","A08","A.3",">0","AI33","","","CELDA_VACIA"
"758","VAL-048","REVISAR","REM08","A08","A.3",">0","AJ33","","","CELDA_VACIA"
"759","VAL-048","REVISAR","REM08","A08","A.3",">0","AK33","","","CELDA_VACIA"
"760","VAL-048","REVISAR","REM08","A08","A.3",">0","AL33","","","CELDA_VACIA"
"761","VAL-048","REVISAR","REM08","A08","A.3",">0","E34","","","CELDA_VACIA"
"762","VAL-048","REVISAR","REM08","A08","A.3",">0","F34","","","CELDA_VACIA"
"763","VAL-048","REVISAR","REM08","A08","A.3",">0","G34","","","CELDA_VACIA"
"764","VAL-048","REVISAR","REM08","A08","A.3",">0","H34","","","CELDA_VACIA"
"765","VAL-048","REVISAR","REM08","A08","A.3",">0","I34","","","CELDA_VACIA"
"766","VAL-048","REVISAR","REM08","A08","A.3",">0","J34","","","CELDA_VACIA"
"767","VAL-048","REVISAR","REM08","A08","A.3",">0","K34","","","CELDA_VACIA"
"768","VAL-048","REVISAR","REM08","A08","A.3",">0","L34","","","CELDA_VACIA"
"769","VAL-048","REVISAR","REM08","A08","A.3",">0","M34","","","CELDA_VACIA"
"770","VAL-048","REVISAR","REM08","A08","A.3",">0","N34","","","CELDA_VACIA"
"771","VAL-048","REVISAR","REM08","A08","A.3",">0","O34","","","CELDA_VACIA"
"772","VAL-048","REVISAR","REM08","A08","A.3",">0","P34","","","CELDA_VACIA"
"773","VAL-048","REVISAR","REM08","A08","A.3",">0","Q34","","","CELDA_VACIA"
"774","VAL-048","REVISAR","REM08","A08","A.3",">0","R34","","","CELDA_VACIA"
"775","VAL-048","REVISAR","REM08","A08","A.3",">0","S34","","","CELDA_VACIA"
"776","VAL-048","REVISAR","REM08","A08","A.3",">0","T34","","","CELDA_VACIA"
"777","VAL-048","REVISAR","REM08","A08","A.3",">0","U34","","","CELDA_VACIA"
"778","VAL-048","REVISAR","REM08","A08","A.3",">0","V34","","","CELDA_VACIA"
"779","VAL-048","REVISAR","REM08","A08","A.3",">0","W34","","","CELDA_VACIA"
"780","VAL-048","REVISAR","REM08","A08","A.3",">0","X34","","","CELDA_VACIA"
"781","VAL-048","REVISAR","REM08","A08","A.3",">0","Y34","","","CELDA_VACIA"
"782","VAL-048","REVISAR","REM08","A08","A.3",">0","Z34","","","CELDA_VACIA"
"783","VAL-048","REVISAR","REM08","A08","A.3",">0","AA34","","","CELDA_VACIA"
"784","VAL-048","REVISAR","REM08","A08","A.3",">0","AB34","","","CELDA_VACIA"
"785","VAL-048","REVISAR","REM08","A08","A.3",">0","AC34","","","CELDA_VACIA"
"786","VAL-048","REVISAR","REM08","A08","A.3",">0","AD34","","","CELDA_VACIA"
"787","VAL-048","REVISAR","REM08","A08","A.3",">0","AE34","","","CELDA_VACIA"
"788","VAL-048","REVISAR","REM08","A08","A.3",">0","AF34","","","CELDA_VACIA"
"789","VAL-048","REVISAR","REM08","A08","A.3",">0","AG34","","","CELDA_VACIA"
"790","VAL-048","REVISAR","REM08","A08","A.3",">0","AH34","","","CELDA_VACIA"
"791","VAL-048","REVISAR","REM08","A08","A.3",">0","AI34","","","CELDA_VACIA"
"792","VAL-048","REVISAR","REM08","A08","A.3",">0","AJ34","","","CELDA_VACIA"
"793","VAL-048","REVISAR","REM08","A08","A.3",">0","AK34","","","CELDA_VACIA"
"794","VAL-048","REVISAR","REM08","A08","A.3",">0","AL34","","","CELDA_VACIA"
"795","VAL-048","REVISAR","REM08","A08","A.3",">0","E35","","","CELDA_VACIA"
"796","VAL-048","REVISAR","REM08","A08","A.3",">0","F35","","","CELDA_VACIA"
"797","VAL-048","REVISAR","REM08","A08","A.3",">0","G35","","","CELDA_VACIA"
"798","VAL-048","REVISAR","REM08","A08","A.3",">0","H35","","","CELDA_VACIA"
"799","VAL-048","REVISAR","REM08","A08","A.3",">0","I35","","","CELDA_VACIA"
"800","VAL-048","REVISAR","REM08","A08","A.3",">0","J35","","","CELDA_VACIA"
"801","VAL-048","REVISAR","REM08","A08","A.3",">0","K35","","","CELDA_VACIA"
"802","VAL-048","REVISAR","REM08","A08","A.3",">0","L35","","","CELDA_VACIA"
"803","VAL-048","REVISAR","REM08","A08","A.3",">0","M35","","","CELDA_VACIA"
"804","VAL-048","REVISAR","REM08","A08","A.3",">0","N35","","","CELDA_VACIA"
"805","VAL-048","REVISAR","REM08","A08","A.3",">0","O35","","","CELDA_VACIA"
"806","VAL-048","REVISAR","REM08","A08","A.3",">0","P35","","","CELDA_VACIA"
"807","VAL-048","REVISAR","REM08","A08","A.3",">0","Q35","","","CELDA_VACIA"
"808","VAL-048","REVISAR","REM08","A08","A.3",">0","R35","","","CELDA_VACIA"
"809","VAL-048","REVISAR","REM08","A08","A.3",">0","S35","","","CELDA_VACIA"
"810","VAL-048","REVISAR","REM08","A08","A.3",">0","T35","","","CELDA_VACIA"
"811","VAL-048","REVISAR","REM08","A08","A.3",">0","U35","","","CELDA_VACIA"
"812","VAL-048","REVISAR","REM08","A08","A.3",">0","V35","","","CELDA_VACIA"
"813","VAL-048","REVISAR","REM08","A08","A.3",">0","W35","","","CELDA_VACIA"
"814","VAL-048","REVISAR","REM08","A08","A.3",">0","X35","","","CELDA_VACIA"
"815","VAL-048","REVISAR","REM08","A08","A.3",">0","Y35","","","CELDA_VACIA"
"816","VAL-048","REVISAR","REM08","A08","A.3",">0","Z35","","","CELDA_VACIA"
"817","VAL-048","REVISAR","REM08","A08","A.3",">0","AA35","","","CELDA_VACIA"
"818","VAL-048","REVISAR","REM08","A08","A.3",">0","AB35","","","CELDA_VACIA"
"819","VAL-048","REVISAR","REM08","A08","A.3",">0","AC35","","","CELDA_VACIA"
"820","VAL-048","REVISAR","REM08","A08","A.3",">0","AD35","","","CELDA_VACIA"
"821","VAL-048","REVISAR","REM08","A08","A.3",">0","AE35","","","CELDA_VACIA"
"822","VAL-048","REVISAR","REM08","A08","A.3",">0","AF35","","","CELDA_VACIA"
"823","VAL-048","REVISAR","REM08","A08","A.3",">0","AG35","","","CELDA_VACIA"
